review_group_id,category,hebrew_token_or_pattern,refs_or_count,representative_candidate_ids,source_candidate_files,evidence_summary,recommended_decision,risk_level,yossi_decision,yossi_notes
p2_comp_154,clean_vocabulary_noun_group,שדה,"4 candidates; Bereishis 2:5, Bereishis 2:19, Bereishis 2:20","p2_vocab_049, p2_vocab_055, p2_vocab_232, p2_vocab_262",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_155,clean_vocabulary_noun_group,שם,"6 candidates; Bereishis 2:8, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13, Bereishis 2:14","p2_vocab_102, p2_vocab_137, p2_vocab_147, p2_vocab_153, p2_vocab_157, p2_vocab_167",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_156,clean_vocabulary_noun_group,שמים,"5 candidates; Bereishis 2:1, Bereishis 2:4, Bereishis 2:19, Bereishis 2:20","p2_vocab_002, p2_vocab_038, p2_vocab_046, p2_vocab_236, p2_vocab_259",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_157,clean_vocabulary_noun_group,תולדות,1 candidates; Bereishis 2:4,p2_vocab_037,data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Likely noun/vocabulary group; meaning/category still needs Yossi review before verification.,needs_follow_up,medium,,
p2_comp_158,direct_object_or_function_word_follow_up,את,"13 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:8, Bereishis 2:10, Bereishis 2:11, Bereishis 2:13 (+4 more refs)","p2_vocab_022, p2_vocab_068, p2_vocab_075, p2_vocab_082, p2_vocab_103, p2_vocab_130, p2_vocab_142, p2_vocab_163, p2_vocab_182, p2_vocab_233, +3 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Function word/direct-object marker needs separate function-word review; do not treat as simple vocabulary translation.,needs_follow_up,high,,
p2_comp_159,prefix_preposition_or_function_word_follow_up,א,"9 candidates; Bereishis 2:2, Bereishis 2:3, Bereishis 2:8, Bereishis 2:11, Bereishis 2:19, Bereishis 2:22","p2_vocab_011, p2_vocab_018, p2_vocab_032, p2_vocab_105, p2_vocab_146, p2_vocab_238, p2_vocab_245, p2_vocab_286, p2_vocab_292",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_160,prefix_preposition_or_function_word_follow_up,ב,"12 candidates; Bereishis 2:2, Bereishis 2:3, Bereishis 2:4, Bereishis 2:5, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9, Bereishis 2:15 (+2 more refs)","p2_vocab_008, p2_vocab_014, p2_vocab_028, p2_vocab_040, p2_vocab_041, p2_vocab_052, p2_vocab_088, p2_vocab_099, p2_vocab_120, p2_vocab_185, +2 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_161,prefix_preposition_or_function_word_follow_up,ה,"20 candidates; Bereishis 2:5, Bereishis 2:9, Bereishis 2:11, Bereishis 2:12, Bereishis 2:13, Bereishis 2:14, Bereishis 2:17, Bereishis 2:18 (+3 more refs)","p2_vocab_060, p2_vocab_123, p2_vocab_138, p2_vocab_140, p2_vocab_141, p2_vocab_145, p2_vocab_151, p2_vocab_156, p2_vocab_159, p2_vocab_161, +10 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_162,prefix_preposition_or_function_word_follow_up,ו,"42 candidates; Bereishis 2:1, Bereishis 2:2, Bereishis 2:3, Bereishis 2:5, Bereishis 2:6, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9 (+12 more refs)","p2_vocab_001, p2_vocab_004, p2_vocab_006, p2_vocab_013, p2_vocab_020, p2_vocab_025, p2_vocab_047, p2_vocab_053, p2_vocab_070, p2_vocab_074, +32 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_163,prefix_preposition_or_function_word_follow_up,כ,"14 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:6, Bereishis 2:9, Bereishis 2:11, Bereishis 2:13, Bereishis 2:17, Bereishis 2:18 (+4 more refs)","p2_vocab_027, p2_vocab_058, p2_vocab_076, p2_vocab_112, p2_vocab_143, p2_vocab_164, p2_vocab_166, p2_vocab_207, p2_vocab_224, p2_vocab_230, +4 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_164,prefix_preposition_or_function_word_follow_up,ל,"23 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:7, Bereishis 2:9, Bereishis 2:10, Bereishis 2:15, Bereishis 2:16, Bereishis 2:17 (+6 more refs)","p2_vocab_035, p2_vocab_059, p2_vocab_067, p2_vocab_093, p2_vocab_115, p2_vocab_117, p2_vocab_129, p2_vocab_135, p2_vocab_187, p2_vocab_194, +13 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_165,prefix_preposition_or_function_word_follow_up,מ,"18 candidates; Bereishis 2:2, Bereishis 2:3, Bereishis 2:6, Bereishis 2:7, Bereishis 2:8, Bereishis 2:9, Bereishis 2:10, Bereishis 2:16 (+6 more refs)","p2_vocab_016, p2_vocab_030, p2_vocab_072, p2_vocab_085, p2_vocab_100, p2_vocab_110, p2_vocab_128, p2_vocab_195, p2_vocab_206, p2_vocab_210, +8 more",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_166,prefix_preposition_or_function_word_follow_up,ע,"4 candidates; Bereishis 2:5, Bereishis 2:16, Bereishis 2:21, Bereishis 2:24","p2_vocab_063, p2_vocab_192, p2_vocab_272, p2_vocab_309",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
p2_comp_167,prefix_preposition_or_function_word_follow_up,ש,"5 candidates; Bereishis 2:3, Bereishis 2:5, Bereishis 2:19, Bereishis 2:20, Bereishis 2:25","p2_vocab_029, p2_vocab_048, p2_vocab_252, p2_vocab_255, p2_vocab_323",data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv,Prefix/preposition/function-word-sensitive token; keep follow-up until exact teaching lane is reviewed.,needs_follow_up,high,,
