audit_id	source_candidate_file	source_candidate_id	source_candidate_type	ref	hebrew_token	hebrew_phrase	canonical_skill_id	canonical_standard_anchor	enrichment_review_status	enrichment_evidence_summary	proposed_question_family	eligibility_recommendation	recommendation_reason	risk_level	risk_reasons	yossi_question_review_decision	yossi_question_review_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
qelig_b1_150	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_032	token_split_standards	Bereishis 1:18	הבדיל	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	ROOT.IDENTIFY	3.02	yossi_enrichment_verified	Isolates בדל root candidate from ולהבדיל for review.	shoresh_identification	eligible_candidate_for_yossi_question_review	Verified token-level 3.02 root standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_shoresh;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only; actual question wording must be reviewed separately.	needs_review	false	false	false
qelig_b1_151	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_033	token_split_standards	Bereishis 1:18	אור	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates אור into a noun-vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_152	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_034	token_split_standards	Bereishis 1:18	חושך	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	WORD.MEANING_BASIC	3.01	needs_follow_up	Isolates חושך into a noun-vocabulary lane; pilot sensitivity keeps follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_153	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_035	token_split_standards	Bereishis 1:20	ישרצו	יִשְׁרְצוּ הַמַּיִם	VERB.TENSE.FUTURE	3.07	needs_follow_up	Isolates ישרצו into a 3.07 verb-feature lane; future/jussive evidence remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	prefix_preposition_uncertain;future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_154	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_036	token_split_standards	Bereishis 1:20	מים	יִשְׁרְצוּ הַמַּיִם	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates מים into a noun-vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_155	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_037	token_split_standards	Bereishis 1:20	עוף	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates עוף into a noun-vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_156	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_038	token_split_standards	Bereishis 1:20	יעופף	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	VERB.TENSE.FUTURE	3.07	needs_follow_up	Isolates יעופף into a verb-feature lane; exact form remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_157	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_039	token_split_standards	Bereishis 1:20	על	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	PREFIX.BASIC_PREPOSITIONS	3.03	needs_follow_up	Isolates על as a function/preposition candidate; standards mapping remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_158	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_040	token_split_standards	Bereishis 1:20	ארץ	וְעוֹף יְעוֹפֵף עַל הָאָרֶץ	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates ארץ into a noun-vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_159	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_041	token_split_standards	Bereishis 1:21	את	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	PARTICLE.DIRECT_OBJECT_MARKER	3.03	yossi_enrichment_verified	Isolates את from ואת as direct-object-marker/function-word review.	direct_object_marker_recognition	eligible_candidate_for_yossi_question_review	Verified token-level direct-object marker mapping can be reviewed later as a function-word input candidate.	medium	clean_direct_marker;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only; requires careful wording so the question asks about the function of ??, not a simple translation.	needs_review	false	false	false
qelig_b1_160	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_042	token_split_standards	Bereishis 1:21	נפש	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates נפש into a noun-vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_161	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_043	token_split_standards	Bereishis 1:21	חיה	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	WORD.MEANING_BASIC	3.01	yossi_enrichment_verified	Isolates חיה into a noun/adjective vocabulary lane.	basic_noun_recognition	eligible_candidate_for_yossi_question_review	Verified token-level 3.01 vocabulary standards mapping is clean enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_162	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_044	token_split_standards	Bereishis 1:22	פרו	פְּרוּ וּרְבוּ	VERB.TENSE.FUTURE	3.07	needs_follow_up	Isolates פרו as a verb-feature candidate; imperative framing needs follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_163	data/source_skill_enrichment/standards_candidates/bereishis_1_14_to_1_23_token_split_standards_candidates.tsv	stdtok_b1_14_23_045	token_split_standards	Bereishis 1:22	רבו	פְּרוּ וּרְבוּ	VERB.TENSE.FUTURE	3.07	needs_follow_up	Isolates רבו as a verb-feature candidate; imperative framing needs follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_164	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r001_t001	morphology	Bereishis 1:24	ויאמר	וַיֹּאמֶר אֱלֹקִים			yossi_enrichment_verified	Word-bank support for אמר exists; keep review-only pending Yossi.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_165	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r002_t001	morphology	Bereishis 1:24	תוצא	תּוֹצֵא הָאָרֶץ			needs_follow_up	Future/jussive form still needs stronger token-level morphology evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_166	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r005_t001	morphology	Bereishis 1:24	ויהי	וַיְהִי כֵן			needs_follow_up	Recurring ויהי form remains morphology follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_167	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r006_t001	morphology	Bereishis 1:25	ויעש	וַיַּעַשׂ אֱלֹקִים			yossi_enrichment_verified	Local evidence supports verb/root proposal; still review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_168	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r010_t001	morphology	Bereishis 1:25	וירא	וַיַּרְא אֱלֹקִים כִּי טוֹב			yossi_enrichment_verified	Local evidence supports ראה token-level proposal; pending review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_169	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r011_t001	morphology	Bereishis 1:26	ויאמר	וַיֹּאמֶר אֱלֹקִים			yossi_enrichment_verified	Second ויאמר instance kept review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_170	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r012_t001	morphology	Bereishis 1:26	נעשה	נַעֲשֶׂה אָדָם			needs_follow_up	Cohortative/plural nuance requires follow-up evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_171	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r014_t001	morphology	Bereishis 1:26	וירדו	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם			needs_follow_up	Verb-form lane remains uncertain and needs follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_172	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r016_t001	morphology	Bereishis 1:27	ויברא	וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ			yossi_enrichment_verified	Creation verb has local support; still pending Yossi review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_173	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r017_t001	morphology	Bereishis 1:27	ברא	בְּצֶלֶם אֱלֹקִים בָּרָא אֹתוֹ			yossi_enrichment_verified	Root/form candidate is useful enrichment evidence only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_174	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r018_t001	morphology	Bereishis 1:27	ברא	זָכָר וּנְקֵבָה בָּרָא אֹתָם			yossi_enrichment_verified	Repeated ברא remains pending review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_175	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r019_t001	morphology	Bereishis 1:28	ויברך	וַיְבָרֶךְ אֹתָם אֱלֹקִים וַיֹּאמֶר לָהֶם אֱלֹקִים			yossi_enrichment_verified	Blessing verb proposal supported locally, pending review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_176	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r019_t002	morphology	Bereishis 1:28	ויאמר	וַיְבָרֶךְ אֹתָם אֱלֹקִים וַיֹּאמֶר לָהֶם אֱלֹקִים			yossi_enrichment_verified	Second verb in row kept review-only.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_177	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r020_t001	morphology	Bereishis 1:28	פרו	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ			needs_follow_up	Imperative form needs stronger direct morphology support.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_178	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r020_t002	morphology	Bereishis 1:28	ורבו	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ			needs_follow_up	Imperative/vav interpretation remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	vav_hahipuch_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_179	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r020_t003	morphology	Bereishis 1:28	ומלאו	פְּרוּ וּרְבוּ וּמִלְאוּ אֶת הָאָרֶץ			needs_follow_up	Compound imperative form needs follow-up evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_180	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r021_t001	morphology	Bereishis 1:28	וכבשה	וְכִבְשֻׁהָ			needs_follow_up	Suffix/imperative interpretation remains uncertain.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	construct_suffix_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_181	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r022_t001	morphology	Bereishis 1:28	ורדו	וּרְדוּ בִּדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם			needs_follow_up	Verb-form evidence remains thin; keep follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_182	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r024_t001	morphology	Bereishis 1:29	ויאמר	וַיֹּאמֶר אֱלֹקִים			yossi_enrichment_verified	Another stable ויאמר token for review-only enrichment.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_183	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r025_t001	morphology	Bereishis 1:29	נתתי	הִנֵּה נָתַתִּי לָכֶם			yossi_enrichment_verified	נתתי has strong local form signal; still pending Yossi review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_184	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r029_t001	morphology	Bereishis 1:29	יהיה	לָכֶם יִהְיֶה לְאָכְלָה			needs_follow_up	Future/usage nuance remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	high	future_jussive_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_185	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r034_t001	morphology	Bereishis 1:30	ויהי	וַיְהִי כֵן			needs_follow_up	Formulaic ויהי kept as follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_186	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r035_t001	morphology	Bereishis 1:31	וירא	וַיַּרְא אֱלֹהִים אֶת כׇּל אֲשֶׁר עָשָׂה			yossi_enrichment_verified	Narrative verb remains review-only.	not_recommended	source_only	Verified morphology is useful source context, but the form needs careful wording before becoming a question input.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	source_only	Kept source-only. Useful as source context but not approved as a future input candidate.	needs_review	false	false	false
qelig_b1_187	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r035_t002	morphology	Bereishis 1:31	עשה	וַיַּרְא אֱלֹהִים אֶת כׇּל אֲשֶׁר עָשָׂה			yossi_enrichment_verified	עשה token retained for morphology review.	basic_verb_form_recognition	eligible_candidate_for_yossi_question_review	Verified morphology appears clean enough for later review as a basic visible verb-form input candidate.	medium	verified_morphology_but_question_design_needed;requires_teacher_wording_review	needs_follow_up	Deferred. Basic verb-form candidates require a separate morphology-question wording standard before input-candidate approval.	needs_review	false	false	false
qelig_b1_188	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r037_t001	morphology	Bereishis 1:31	ויהי	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	Evening/boker formula first verb remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_189	data/source_skill_enrichment/morphology_candidates/bereishis_1_24_to_1_31_morphology_candidates.tsv	morph_b1_24_r037_t003	morphology	Bereishis 1:31	ויהי	וַיְהִי עֶרֶב וַיְהִי בֹקֶר			needs_follow_up	Evening/boker formula second verb remains follow-up.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
qelig_b1_190	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r002_t002	vocabulary_shoresh	Bereishis 1:24	הארץ	תּוֹצֵא הָאָרֶץ			yossi_enrichment_verified	Token-level land vocabulary candidate with local seed support.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_191	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r003_t001	vocabulary_shoresh	Bereishis 1:24	נפש	נֶפֶשׁ חַיָּה לְמִינָהּ			yossi_enrichment_verified	High-value vocabulary token for review.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_192	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r003_t002	vocabulary_shoresh	Bereishis 1:24	חיה	נֶפֶשׁ חַיָּה לְמִינָהּ			yossi_enrichment_verified	Creature vocabulary token retained for review.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_193	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r004_t001	vocabulary_shoresh	Bereishis 1:24	בהמה	בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ			yossi_enrichment_verified	Useful noun vocabulary candidate; contextual support local.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_194	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r004_t002	vocabulary_shoresh	Bereishis 1:24	רמש	בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ			yossi_enrichment_verified	Token-level vocabulary candidate from source-map phrase.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_195	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r004_t003	vocabulary_shoresh	Bereishis 1:24	ארץ	בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ			yossi_enrichment_verified	Repeated high-value noun token.	vocabulary_meaning	eligible_candidate_for_yossi_question_review	Verified clean vocabulary evidence is scoped enough for later Yossi question-eligibility review.	low	clean_token_level_vocabulary;requires_teacher_wording_review	approve_as_input_candidate	Approved as future input candidate only. This is not question approval or protected-preview approval.	needs_review	false	false	false
qelig_b1_196	data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_1_24_to_1_31_vocabulary_shoresh_candidates.tsv	vocab_b1_24_r007_t001	vocabulary_shoresh	Bereishis 1:25	חית	אֶת חַיַּת הָאָרֶץ לְמִינָהּ			needs_follow_up	Construct/surface form needs stronger standalone evidence.	not_recommended	needs_follow_up	Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.	medium	construct_suffix_uncertain;thin_evidence;requires_teacher_wording_review	needs_follow_up	Still requires follow-up before any question-input candidate review.	needs_review	false	false	false
