audit_id,ref,hebrew_token,hebrew_phrase,source_candidate_type,canonical_skill_id,proposed_question_family,eligibility_recommendation,recommendation_reason,risk_level,risk_reasons,yossi_question_review_decision,yossi_question_review_notes
qelig_b1_066,Bereishis 1:16,ויעש,וַיַּעַשׂ אֱלֹקִים,morphology,,not_recommended,source_only,"Verified morphology is useful source context, but the form needs careful wording before becoming a question input.",medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_067,Bereishis 1:17,ויתן,וַיִּתֵּן אֹתָם אֱלֹקִים,morphology,,not_recommended,source_only,"Verified morphology is useful source context, but the form needs careful wording before becoming a question input.",medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_073,Bereishis 1:20,ישרצו,יִשְׁרְצוּ הַמַּיִם,morphology,,not_recommended,source_only,"Verified morphology is useful source context, but the form needs careful wording before becoming a question input.",medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_075,Bereishis 1:21,ויברא,וַיִּבְרָא אֱלֹקִים,morphology,,not_recommended,source_only,"Verified morphology is useful source context, but the form needs careful wording before becoming a question input.",medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_186,Bereishis 1:31,וירא,וַיַּרְא אֱלֹהִים אֶת כׇּל אֲשֶׁר עָשָׂה,morphology,,not_recommended,source_only,"Verified morphology is useful source context, but the form needs careful wording before becoming a question input.",medium,verified_morphology_but_question_design_needed;requires_teacher_wording_review,,
qelig_b1_004,Bereishis 1:2,והארץ,והארץ,morphology,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_006,Bereishis 1:1,ברא,ברא אלקים,vocabulary_shoresh,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
qelig_b1_008,Bereishis 1:3,אור,יהי אור,vocabulary_shoresh,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
qelig_b1_011,Bereishis 1:2,וחשך,וחשך,vocabulary_shoresh,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,context_dependent;prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_012,Bereishis 1:1,,ברא אלקים,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_013,Bereishis 1:1,,את השמים ואת הארץ,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_015,Bereishis 1:3,,יהי אור,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_016,Bereishis 1:5,,לאור יום,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_017,Bereishis 1:2,,מרחפת,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_020,Bereishis 1:1,שמים,את השמים ואת הארץ,token_split_standards,WORD.MEANING_BASIC,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
qelig_b1_023,Bereishis 1:3,יהי,יהי אור,token_split_standards,VERB.TENSE.FUTURE,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
qelig_b1_027,Bereishis 1:5,ל,לאור יום,token_split_standards,PREFIX.BASIC_PREPOSITIONS,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_028,Bereishis 1:6,יהי,יְהִי רָקִיעַ,morphology,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,high,future_jussive_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_030,Bereishis 1:7,ויבדל,וַיַּבְדֵּל,morphology,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,high,vav_hahipuch_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_031,Bereishis 1:9,יקוו,וַיֹּאמֶר אֱלֹקִים יִקָּווּ הַמַּיִם,morphology,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,high,future_jussive_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_032,Bereishis 1:9,ותראה,וְתֵרָאֶה הַיַּבָּשָׁה,morphology,,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
qelig_b1_041,Bereishis 1:6,,יְהִי רָקִיעַ,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_042,Bereishis 1:8,,וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_043,Bereishis 1:9,,וְתֵרָאֶה הַיַּבָּשָׁה,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_044,Bereishis 1:11,,תַּדְשֵׁא הָאָרֶץ דֶּשֶׁא,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_045,Bereishis 1:11,,עֵשֶׂב מַזְרִיעַ זֶרַע,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_046,Bereishis 1:11,,עֵץ פְּרִי עֹשֶׂה פְּרִי,phrase_level_standards,,not_recommended,needs_follow_up,Phrase-level standards rows are broad bundles and should be resolved through token-level standards before question planning.,high,phrase_level_bundle;requires_teacher_wording_review,,
qelig_b1_047,Bereishis 1:6,יהי,יְהִי רָקִיעַ,token_split_standards,VERB.TENSE.FUTURE,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,high,future_jussive_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_049,Bereishis 1:8,ל,וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם,token_split_standards,PREFIX.BASIC_PREPOSITIONS,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,prefix_preposition_uncertain;thin_evidence;requires_teacher_wording_review,,
qelig_b1_052,Bereishis 1:9,ותראה,וְתֵרָאֶה הַיַּבָּשָׁה,token_split_standards,VERB.TENSE.FUTURE,not_recommended,needs_follow_up,Candidate remains unresolved in enrichment review and cannot be used for question-planning eligibility.,medium,thin_evidence;requires_teacher_wording_review,,
